"num","subject","predicate","object"
"320","CourseTypeByLevel","rdf-schema#comment","the collection of specializations of Course-Academic that includes all and only those collections that represent the academic level of a course.  This collection includes:
#$FreshmanCourseLevel, #$EleventhGradeCourseLevel, #$FirstGradeCourseLevel, etc.."
"321","accomplices","22-rdf-syntax-ns#type","PersonalAssociationPredicate"
"322","ThrillerMovie","rdf-schema#subClassOf","Movie-CW"
"323","84thMeridian-West","22-rdf-syntax-ns#type","LongitudeLine"
"324","PersonTypeByActivity","owl#disjointWith","PharmacyProductType"
"325","GenericQuantity","22-rdf-syntax-ns#type","ObjectType"
"326","TankCannon","rdf-schema#subClassOf","ProjectileLauncher-Direct"
"327","AbkhazLanguage","22-rdf-syntax-ns#type","Individual"
"328","Acetylene","22-rdf-syntax-ns#type","ChemicalCompoundTypeByChemicalSpecies"
"329","SoftwarePackage","22-rdf-syntax-ns#type","AtemporalNecessarilyEssentialCollectionType"
"330","under-UnderspecifiedLocation","arity","2"
"331","Accwiz-TheProgram","22-rdf-syntax-ns#type","UtilityProgram"
"332","CotemporalPredicate","22-rdf-syntax-ns#type","Time-RelatedPredicateTypes-Time-Topic"
"333","21cTestGroup2-1","rdf-schema#comment","21c group2 1  ."
"334","Helicopter","prettyString","whirlybirds"
"335","ExistingObjectType","rdf-schema#comment","code> into ten pieces, each piece is not a copy of "Moby Dick".  So #$BookCopy is an instance of #$ExistingObjectType.
<p>
See also #$StuffType and #$ExistingStuffType."
"336","WeaponType","rdf-schema#subClassOf","TemporalStuffType"
"337","AccruingInterestOnASavingsAccount","prettyString","will have accrued interest on a savings account"
"338","AbulAbbas","22-rdf-syntax-ns#type","Person"
"339","CommercialServiceOrganization","22-rdf-syntax-ns#type","OrganizationsByFunction-Organization-Topic"
"340","BiologicalFamily","prettyString","families"
"341","LocalProgram","22-rdf-syntax-ns#type","owl#Class"
"342","ShelterConstruction","owl#disjointWith","TopographicalFeature"
"343","KEInteractionFolder","rdf-schema#subClassOf","KEInteractionResource"
"344","FileTranslationProgram","prettyString","file translation programz"
"345","LivingLanguage","22-rdf-syntax-ns#type","AtemporalNecessarilyEssentialCollectionType"
"346","SaudiPerson","prettyString","Saudi persons"
"347","ComputerFile-AIS","22-rdf-syntax-ns#type","ObjectType"
"348","NationalPark","rdf-schema#subClassOf","WildernessPark"
"349","PoisoningTypeByAgentType","22-rdf-syntax-ns#type","SecondOrderCollection"
"350","3DPinball-TheProgram","prettyString-Canonical","3D Pinball"
"351","3DUltraPinballCollection-TheGame","22-rdf-syntax-ns#type","ArcadeGameProgram"
"352","abbreviationForCompoundString","prettyString-Canonical","Abbreviation For Compound String"
"353","Company-MilitaryEchelon","rdf-schema#subClassOf","CPOF-MilitaryUnit"
"354","Disgust","prettyString-Canonical","disgust"
"355","21cTestGroup2-0","22-rdf-syntax-ns#type","21cSagemanDataGroup2"
"356","IonicDecomposableCompoundType","22-rdf-syntax-ns#type","SecondOrderCollection"
"357","PatternsOfGlobalTerrorism1998Mt","genlMt","RealTimeMt"
"358","6MonthAdjustableRateLoan","rdf-schema#comment","An instance of #$AdjustableRateLoanTypeByAdjustmentPeriod.  Instances of this collection are loans whose adjustment period (c.f., #$adjustmentPeriod) is 6 months -- i.e., every 6 months, the interest rate (c.f., #$interestRate) of the loan is subject to change."
"359","CartographicFeatureType","prettyString-Canonical","cartographic feature type"
"360","AccruingInterestOnACD","prettyString","accrued interest on a CD account"
"361","19InchTelevisionSet","rdf-schema#subClassOf","TelevisionSet"
"362","InternalAnatomicalPart","owl#disjointWith","IndependentThing"
"363","ComputerProgram-CW","prettyString","computer programme"
"364","Organism-Whole","owl#disjointWith","Covering-Object"
"365","above-Higher","22-rdf-syntax-ns#type","CoexistingObjectsPredicate"
"366","negationPreds","22-rdf-syntax-ns#type","RelationalNounSlot"
"367","FamousHuman","prettyString","humans whose Renown Level is infamy"
"368","above-Generally","rdf-schema#comment","(#$above-Generally OBJ1 OBJ2) means that the #$SpatialThing-Localized OBJ1 is more or less above the #$SpatialThing-Localized OBJ2. To be more precise: if OBJ1 is within a cone-shaped set of vectors within about 45 degrees of #$Up-Directly pointing up from OBJ2 (see #$Up-Generally), then (#$above-Generally OBJ1 OBJ2) holds. This is a more general predicate than #$above-Directly (q.v.), but it is a more specialized predicate than #$above-Higher (q.v.). It probably most closely conforms to the English word "above.""
"369","OrganizationTypeByActivityType","rdf-schema#comment","A #$FacetingCollectionType.  Each instance of #$OrganizationTypeByActivityType is a specialization of #$Organization whose instances engage in the same type of activity.  Instances of #$OrganizationTypeByActivityType include #$ResearchOrganization, #$SellingOrganization, and #$ServiceOrganization."
"370","ApplicationAccount","rdf-schema#comment","A person with an instance of #$ApplicationAccount is able to access a set of files associated with a computer application program.  The most notable subcollection of #$ApplicationAccount is #$FTPAccount, but there are many others."
"371","AccumulatingSteadily","prettyString","has progressed"
"372","Leader","22-rdf-syntax-ns#type","ExistingObjectType"
"373","OilField","prettyString","oil fields"
"374","21cSNATrustNetwork","22-rdf-syntax-ns#type","owl#Class"
"375","IBTContentType","rdf-schema#subClassOf","TemporalStuffType"
"376","Hate","prettyString","animosity"
"377","AbsorptionEvent","prettyString","have taken in"
"378","LaptopComputer","22-rdf-syntax-ns#type","ExistingObjectType"
"379","27InchTelevisionSet","22-rdf-syntax-ns#type","TelevisionSetTypeBySize"
"380","properNameStrings","arity","2"
"381","containsInformationAbout-Focally","arity","2"
"382","SKSIDataTypeDescriptions-Topic","22-rdf-syntax-ns#type","KBDependentCollection"
"383","Helicopter","22-rdf-syntax-ns#type","ExistingObjectType"
"384","AcademicTesting","prettyString","will quiz"
"385","Actor","22-rdf-syntax-ns#type","Artist-PerformerTypeByPerformanceType"
"386","requiredArg1Pred","22-rdf-syntax-ns#type","RuleMacro-Topic"
"387","21cTestGroup5","rdf-schema#comment","21c group 5    ."
"388","4ByteIntegerDatatype","prettyString","four-byte integers"
"389","ProseLiteraryWork-CW","rdf-schema#comment","The collection of all #$PropositionalConceptualWorks which are prose. Including all instances of #$Article-PCW, #$AcademicEssay, #$Novel-CW."
"390","FederalDistrict","22-rdf-syntax-ns#type","ArtifactualFeatureType"
"391","AcidType-Weak","prettyString","weak acids"
"392","TransportationDevice","owl#disjointWith","GeographicalThing"
"393","abnormal","rdf-schema#comment","pre>
<p>
And a sentence of the form
<p>
(#$exceptFor TERM RULE) ,
<p>
in which exactly one variable X occurs free in RULE, gets canonicalized to a sentence of the form
<p>
(#$abnormal (#$TheList TERM) RULE) .
<p>
See also #$pragmaticallyNormal."
"394","ConstructionArtifact","22-rdf-syntax-ns#type","FirstOrderCollection"
"395","ComputerProgram-CW","prettyString","code"
"396","AcademicYear","22-rdf-syntax-ns#type","AcademicCycles-Time-Topic"
"397","Hate","22-rdf-syntax-ns#type","Emotion-Topic"
"398","AccessingScriptType","22-rdf-syntax-ns#type","SiblingDisjointCollectionType"
"399","SystemicArtery","rdf-schema#subClassOf","Artery"
"400","3086VBC352-3-TheSoftwarePatch","prettyString-Canonical","Trend Micro Patch 3086VBC352-3"
"401","ComputerWallpaperFile","prettyString","wall paper themes"
"402","Temperature","22-rdf-syntax-ns#type","ScalarIntervals-Quantity-Topic"
"403","ComputerProgram-CW","prettyString","programme"
"404","GraphicsEditingProgram","prettyString","graphics editor"
"405","PuzzleGameProgram","prettyString","puzzle"
"406","8x8Inc","22-rdf-syntax-ns#type","Individual"
"407","ChemicallyAcidicSubstance","rdf-schema#subClassOf","RustCausingStuff"
"408","LDSCDemonstrationSpindleHeadMt","22-rdf-syntax-ns#type","Microtheory"
"409","2ndManeuverBrigade-RRS","prettyString","Blue 2nd Bde"
"410","PredicateTypeByTopic","rdf-schema#comment","#$PredicateTypeByTopic is a specialization of #$PredicateType.  Each instance of #$PredicateTypeByTopic is a collection of predicates each instance of which, when used in an arg0 slot to form a sentence, forms a sentence that is "about" some particular sort of thing.  For example, #$PurposePredicate is an instance of #$PredicateTypeByTopic because instances of #$PurposePredicate are used to form sentences about purposes or goals.  Similarly, #$ComparisonPredicates are predicates that are "about" how one thing or type of thing compares to another, and so #$ComparisonPredicate is an instance of #$PredicateTypeByTopic."
"411","MedicalTreatmentEvent","prettyString","will treat"
"412","ConsciousActivity","owl#disjointWith","StateOfUnconsciousness"
"413","Group","prettyString","grouping"
"414","LongitudeLine","rdf-schema#subClassOf","Semiellipse"
"415","SyrianPerson","prettyString","Syrian person"
"416","AbuQirBay","prettyString","Aboukir Bay"
"417","TestQueryConstant","quotedIsa","TestQueryConstant"
"418","UnderseaTerrainFeatureType","rdf-schema#subClassOf","FirstOrderCollection"
"419","accountants","prettyString-Canonical","Accountants"
"420","accomplices","rdf-schema#range","IndividualAgent"
"421","ServiceProgram","prettyString","service program"
"422","Event","22-rdf-syntax-ns#type","ThingsWithTemporalExtent-Time-Topic"
"423","AccumulatingSteadily","prettyString","progresses"
"424","above-Overhead","rdf-schema#domain","SpatialThing-Localized"
"425","3MMRRegimentHQ-RRS","prettyString-Canonical","3 MRR"
"426","133SignalsBatt-RRS","quotedIsa","FACToryIrrelevantTerm"
"427","Disgust","22-rdf-syntax-ns#type","EmotionalQuantityType"
"428","CycSubjectClump","prettyString-Canonical","cyc subject clump"
"429","accountFullName","rdf-schema#subPropertyOf","identificationStrings"
"430","ConstructionArtifact","prettyString","man-made structures"
"431","AbilityOfTypeToTypeFn","22-rdf-syntax-ns#type","BinaryFunction"
"432","GasField","22-rdf-syntax-ns#type","ArtifactualFeatureType"
"433","AccruingInterestOnACD","prettyString","have accrued interest on a Certificate of Deposit"
"434","AbutilonSandwicense","22-rdf-syntax-ns#type","SpatiallyDisjointObjectType"
"435","containsStructure-CW","arity","2"
"436","over-UnderspecifiedLocation","negationInverse","over-UnderspecifiedLocation"
"437","125CbtEngrBn","prettyString-Canonical","125 Cbt Engr Bn"
"438","Profits","prettyString","net"
"439","Abitibi-Price-Corporation","22-rdf-syntax-ns#type","Individual"
"440","Platform-Military","prettyString","platform"
"441","AbyssalPlain","22-rdf-syntax-ns#type","ExistingObjectType"
"442","UnitDiscourseStructure","rdf-schema#subClassOf","AbstractStructure"
"443","747JumboJet-TheGame","prettyString-Canonical","747 Jumbo Jet"
"444","ComputerFile-AIS","prettyString","computer files"
"445","BinaryQuantityPredicate","22-rdf-syntax-ns#type","PredicateType"
"446","FixedStructure","prettyString","free-standing structures"
"447","Abasha-DistrictGeorgia","22-rdf-syntax-ns#type","State-Geopolitical"
"448","SyrianPerson","prettyString","Syrian people"
"449","Actor","prettyString","player"
"450","Battalion-MilitaryEchelon","rdf-schema#subClassOf","ModernMilitaryOrganization"
"451","ArtifactualFeatureType","rdf-schema#subClassOf","ArtifactTypeByGenericCategory"
"452","PropositionalConceptualWork","prettyString","written works"
"453","Rubbing","prettyString","rubbed"
"454","76MMRifledBoreCannon","22-rdf-syntax-ns#type","SpatiallyDisjointObjectType"
"455","accountStatus","typedGenlPreds","22-rdf-syntax-ns#type"
"456","intervalEntryFormatInArgs","22-rdf-syntax-ns#type","IntangibleObjectRelatingPredicate"
"457","2AMChess-TheGame","22-rdf-syntax-ns#type","Individual"
"458","Helicopter","prettyString-Canonical","helicopter"
"459","ProfessionalAssociation","prettyString-Canonical","Professional society"
"460","SimulationGameProgram","siblingDisjointExceptions","ActionGameProgram"
"461","AbdulRahimMaluah","22-rdf-syntax-ns#type","Person"
"462","singleEntryFormatInArgs","prettyString-Canonical","Single Entry Format In Args"
"463","FederalDistrict","rdf-schema#subClassOf","NonNaturalThing"
"464","Organism-Whole","owl#disjointWith","Neurotransmitter"
"465","AbandonedCamp","rdf-schema#subClassOf","Abandoned-ExistentialStatus"
"466","AdjustableRateLoan-ConsistentAdjustmentPeriod","rdf-schema#subClassOf","AdjustableRateLoan"
"467","AbuJaffar","22-rdf-syntax-ns#type","AdultMaleHuman"
"468","arg2Genl","22-rdf-syntax-ns#type","NonAbduciblePredicate"
"469","FluidFlow-Translation","22-rdf-syntax-ns#type","CumulativeEventType"
"470","AccessingData-MP3","22-rdf-syntax-ns#type","EmployeeComputerActivityType"
"471","3DComputerWallpaperFile","prettyString-Canonical","Three-dimensional wallpaper"
"472","InternalAnimalBodyRegionType","22-rdf-syntax-ns#type","SecondOrderCollection"
"473","AcademicOrganization","prettyString","academic organisation"
"474","105MMRifledBoreCannon","prettyString","105 millimeter rifled bore gun"
"475","CycVocabularyTopic","rdf-schema#comment","An instance of #$FacetingCollectionType and a specialization of #$Topic.  Each instance of #$CycVocabularyTopic is a collection of #$Things falling under a topic for which some Cyc Vocabulary exists.  #$Topic is neither a strict [#$facets-Strict] nor a covering [#$facets-Covering] faceting of #$Thing: many #$Things may be instances of no #$Topic, or of multiple #$Topics."
"476","UnitDiscourseStructure","22-rdf-syntax-ns#type","KBDependentCollection"
"477","PuzzleGameProgram","22-rdf-syntax-ns#type","ComputerProgramTypeByFunction"
"478","3DRealms","22-rdf-syntax-ns#type","Individual"
"479","AccumulatingSteadily","prettyString","worked up"
"480","ComputerManufacturer","22-rdf-syntax-ns#type","Computers-Topic"
"481","FieldArtilleryUnit-MilitarySpecialty","rdf-schema#subClassOf","ArtilleryUnit-MilitarySpecialty"
"482","AccelerationDueToGravity","rdf-schema#comment","A specialization of #$Acceleration. #$AccelerationDueToGravity is the collection of all accelerations that are accelerations of objects due to gravity. See #$accelerationDueToGravityOnPlanetaryBody."
"483","SolidTangibleThing","prettyString-Canonical","solid object"
"484","MedicalTreatmentEvent","prettyString","treating"
"485","Abuse-TheGame","22-rdf-syntax-ns#type","Freeware"
"486","BinaryFunction","prettyString-Canonical","binary function"
"487","intendedMaleficiary","rdf-schema#comment","code>."
"488","accessoryFor","arg2Genl","PartiallyTangible"
"489","85thMeridian-West","22-rdf-syntax-ns#type","Individual"
"490","ArithmeticFunctions-Math-Topic","22-rdf-syntax-ns#type","KBDependentCollection"
